workerid,actor_coords,trial_num,sentence_0,sentence_1,pear_coords,layout,target_0,target_1
60,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 7]_[1 0]""",0.53,-1
60,"""[9.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[3 0]""",0.95,-1
60,"""[9.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 5]_[3 0]""",0.98,-1
60,"""[9.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 9]_[2 0]""",0.69,-1
60,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[3 0]""",0.95,-1
60,"""[9.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 5]_[1 0]""",0.61,-1
60,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[2 0]""",0.8,-1
60,"""[9.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 9]_[1 0]""",0.81,-1
60,"""[9.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[2 0]""",0.8,-1
60,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[3 0]""",0.94,-1
60,"""[9.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[3 0]""",0.95,-1
60,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[1 0]""",0.79,-1
61,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 9]_[1 0]""",0.5,-1
61,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[3 0]""",0.9,-1
61,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[2 0]""",0.81,-1
61,"""[0.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[2 0]""",0.74,-1
61,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 5]_[1 0]""",0.71,-1
61,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[2 0]""",0.99,-1
61,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 9]_[3 0]""",0.69,-1
61,"""[0.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[1 0]""",0.4,-1
61,"""[9.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 7]_[1 0]""",0.6,-1
61,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[1 0]""",0.59,-1
61,"""[0.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[3 0]""",1,-1
61,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[2 0]""",0.61,-1
61,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[3 0]""",0.73,-1
61,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[2 0]""",0.8,-1
61,"""[9.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 5]_[3 0]""",1,-1
61,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[1 0]""",0.6,-1
61,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[2 0]""",0.6,-1
61,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 7]_[3 0]""",1,-1
61,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[3 0]""",0.86,-1
61,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 7]_[1 0]""",0.43,-1
61,"""[9.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 7]_[3 0]""",1,-1
61,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[3 0]""",1,-1
61,"""[0.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 7]_[2 0]""",0.7,-1
61,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[2 0]""",0.86,-1
61,"""[0.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[1 0]""",0.55,-1
61,"""[0.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[2 0]""",0.69,-1
61,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[1 0]""",0.59,-1
62,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 9]_[2 0]""",0.72,-1
62,"""[0.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[3 0]""",0.94,-1
62,"""[0.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 7]_[3 0]""",1,-1
62,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[1 0]""",0.19,-1
62,"""[0.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[1 0]""",0.75,-1
62,"""[9.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 5]_[1 0]""",0.74,-1
62,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[3 0]""",0.26,-1
62,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[3 0]""",0.97,-1
62,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[3 0]""",0.52,-1
62,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[2 0]""",0.49,-1
62,"""[9.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[2 0]""",0.52,-1
62,"""[0.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[3 0]""",0.53,-1
62,"""[9.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[2 0]""",0.34,-1
62,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[1 0]""",0.53,-1
62,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[3 0]""",0.53,-1
62,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 5]_[2 0]""",0.96,-1
62,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[1 0]""",0.05,-1
62,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 9]_[1 0]""",0.09,-1
62,"""[9.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 5]_[1 0]""",0.84,-1
62,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 9]_[1 0]""",0.5,-1
62,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[3 0]""",0.78,-1
62,"""[9.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[3 0]""",0.62,-1
62,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 7]_[2 0]""",0.53,-1
62,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 7]_[1 0]""",0.52,-1
62,"""[0.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[2 0]""",0.53,-1
62,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[2 0]""",0.63,-1
62,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[2 0]""",0.74,-1
63,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[1 0]""",0.54,-1
63,"""[0.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[2 0]""",0.79,-1
63,"""[9.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 7]_[1 0]""",0.31,-1
63,"""[0.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[1 0]""",0.43,-1
63,"""[0.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[3 0]""",0.92,-1
63,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[2 0]""",0.45,-1
63,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[3 0]""",0.62,-1
63,"""[0.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[3 0]""",0.77,-1
63,"""[9.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 7]_[3 0]""",0.76,-1
63,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 9]_[1 0]""",0.33,-1
63,"""[0.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[3 0]""",0.94,-1
63,"""[9.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 7]_[3 0]""",0.63,-1
63,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[3 0]""",0.96,-1
63,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[3 0]""",0.57,-1
63,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[2 0]""",0.72,-1
63,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[2 0]""",0.55,-1
63,"""[9.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[2 0]""",0.61,-1
63,"""[0.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[2 0]""",0.51,-1
63,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 5]_[1 0]""",0.64,-1
63,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[1 0]""",0.23,-1
63,"""[0.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[1 0]""",0.45,-1
63,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 5]_[2 0]""",0.63,-1
63,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 9]_[1 0]""",0.19,-1
63,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[1 0]""",0.52,-1
63,"""[0.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[3 0]""",0.59,-1
63,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[2 0]""",0.38,-1
63,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 9]_[2 0]""",0.49,-1
64,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[3 0]""",0.99,-1
64,"""[9.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 5]_[2 0]""",0.55,-1
64,"""[9.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 5]_[1 0]""",0.16,-1
64,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 7]_[3 0]""",0.94,-1
64,"""[0.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[2 0]""",0.47,-1
64,"""[9.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[3 0]""",0.88,-1
64,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[3 0]""",0.93,-1
64,"""[9.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[2 0]""",0.41,-1
64,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 7]_[3 0]""",0.81,-1
64,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[1 0]""",0.09,-1
64,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[3 0]""",0.79,-1
64,"""[0.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[3 0]""",0.85,-1
64,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 9]_[1 0]""",0.06,-1
64,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[3 0]""",0.79,-1
64,"""[0.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[2 0]""",0.45,-1
64,"""[0.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[2 0]""",0.42,-1
64,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 9]_[2 0]""",0.38,-1
64,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[1 0]""",0.09,-1
64,"""[9.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[1 0]""",0.15,-1
64,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[2 0]""",0.4,-1
64,"""[0.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 7]_[2 0]""",0.42,-1
64,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 5]_[1 0]""",0.1,-1
64,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 9]_[1 0]""",0.11,-1
64,"""[9.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 7]_[2 0]""",0.41,-1
64,"""[9.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[1 0]""",0.09,-1
64,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 5]_[1 0]""",0.19,-1
64,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 7]_[3 0]""",0.88,-1
65,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[3 0]""",1,-1
65,"""[9.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[2 0]""",0.83,-1
65,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 9]_[2 0]""",1,-1
65,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[1 0]""",0.74,-1
65,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 9]_[1 0]""",0.72,-1
65,"""[9.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 7]_[3 0]""",1,-1
65,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[2 0]""",0.9,-1
65,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 7]_[3 0]""",1,-1
65,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 9]_[1 0]""",0.73,-1
65,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[2 0]""",0.81,-1
65,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 7]_[3 0]""",1,-1
65,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 5]_[3 0]""",0.92,-1
65,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 9]_[1 0]""",0.62,-1
65,"""[9.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[2 0]""",0.72,-1
65,"""[9.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[3 0]""",1,-1
65,"""[0.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[1 0]""",0.67,-1
65,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 9]_[3 0]""",0.86,-1
65,"""[0.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[1 0]""",0.64,-1
65,"""[9.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[2 0]""",0.77,-1
65,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 5]_[1 0]""",0.59,-1
65,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[3 0]""",0.91,-1
65,"""[9.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[1 0]""",0.67,-1
65,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 7]_[2 0]""",0.87,-1
65,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[3 0]""",0.89,-1
65,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[1 0]""",0.57,-1
65,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[2 0]""",0.72,-1
65,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[2 0]""",0.64,-1
66,"""[9.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 7]_[3 0]""",0.89,-1
66,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[2 0]""",0.5,-1
66,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[1 0]""",0.35,-1
66,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[1 0]""",0.29,-1
66,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[3 0]""",0.89,-1
66,"""[9.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 5]_[3 0]""",0.83,-1
66,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[1 0]""",0.18,-1
66,"""[0.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 7]_[3 0]""",0.84,-1
66,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[2 0]""",0.55,-1
66,"""[0.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 7]_[2 0]""",0.37,-1
66,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 7]_[3 0]""",0.85,-1
66,"""[9.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[3 0]""",0.78,-1
66,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[3 0]""",0.8,-1
66,"""[9.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[2 0]""",0.55,-1
66,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[3 0]""",0.78,-1
66,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[2 0]""",0.54,-1
66,"""[0.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[2 0]""",0.38,-1
66,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 5]_[1 0]""",0.2,-1
66,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[2 0]""",0.53,-1
66,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 7]_[1 0]""",0.25,-1
66,"""[0.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[1 0]""",0.23,-1
66,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[9 9]_[3 0]""",0.78,-1
66,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[2 0]""",0.42,-1
66,"""[0.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 9]_[1 0]""",0.2,-1
66,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[1 0]""",0.18,-1
66,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 7]_[2 0]""",0.51,-1
66,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 7]_[1 0]""",0.24,-1
67,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 7]_[1 0]""",0.27,-1
67,"""[0.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[2 0]""",0.55,-1
67,"""[9.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[2 0]""",0.65,-1
67,"""[0.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 5]_[3 0]""",0.88,-1
67,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 7]_[1 0]""",0.31,-1
67,"""[0.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[2 0]""",0.69,-1
67,"""[9.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 9]_[1 0]""",0.34,-1
